Year,FIPS,State,County,Year,health_outcomes_rank,health_factors_rank,life_length_rank,life_quality_rank,health_behav_rank,clinical_care_rank,socio_econ_fact_rank,physical_env_rank,premature_deaths,premature_death_ypll_rate,ypll_black,ypll_hispanic,ypll_white,life_expectancy,life_expectancy_black,life_expectancy_hispanic,life_expectancy_white,poor_or_fair_health_percent,poor_physical_health_days_avg,adult_smoking_percent,excessive_drinking_percent,adult_obesity_percent,food_env_index,uninsured_percent,number_of_diabetics,percent_receiving_hba1c,percent_receiving_hba1c_black,percent_receiving_hba1c_white,AFGR,hs_grad_rate,PSED_completion_rate,unemployed_percent,income_inequality_GINI,income_ineq_80th_percentile_income,income_ineq_20th_percentile_income,income_ineq_income_ratio,percent_no_emo_social_support,percent_access_healthy_food_access,percent_limited_access_healthy_food_access,percent_food_insecure,percent_fast_food,access_exercise_opp_percent,access_rec_fac_rate,park_access_percent,diabetic_percent,binge_drinking_percent,physical_inactivity_percent,median_household_income,res_segregation_index_black_white,res_segregation_index_nonwh_white,liquor_store_density_rate,african_american_percent,american_indian_percent,asian_percent,pacific_islander_percent,hispanic_percent,nonhispanic_white_percent,not_eng_prof_percent,female,rural
2014,22037,Louisiana,East Feliciana,2014,25,30,33,18,17,31,28,58,352,9884,,,,,,,,26,2.5,21,9,36,7,20,297,81,,,,73,33.7,7.4,,,,,20,,9,17,,18,,,14,,30,42571,,,,44.4,0.3,0.3,0,1.1,52.7,0.2,46.3,100
2014,22039,Louisiana,Evangeline,2014,51,42,52,44,41,41,45,8,581,11670,,,,,,,,22,4.2,26,18,32,7,18,515,74,,,,67,37.6,7.2,,,,,21,,8,16,,30,,,12,,31,31128,,,,28.3,0.3,0.4,0,2.3,67.9,1.7,49.6,61.1
2014,22041,Louisiana,Franklin,2014,39,59,37,49,55,62,59,15,353,10126,,,,,,,,29,4.8,26,14,36,7,24,388,78,,,,63,36.2,9.9,,,,,22,,6,20,,26,,,14,,38,28215,,,,31.2,0.2,0.3,0,1.1,66.6,0.1,51.5,74.2
2014,22043,Louisiana,Grant,2014,33,34,24,46,39,42,23,16,307,9460,,,,,,,,28,5.4,29,11,33,8,21,366,81,,,,78,41.4,6.9,,,,,25,,8,12,,70,,,13,,32,37893,,,,15.4,1.1,0.3,0,4.3,77.6,1.2,44.1,85.6
2014,22045,Louisiana,Iberia,2014,30,25,32,31,28,20,31,14,1049,9841,,,,,,,,24,4.1,20,13,37,8,21,1293,82,,,,69,41.1,5.7,,,,,25,,5,15,,46,,,12,,34,42555,,,,31.9,0.4,2.6,0,3.3,60.6,2.1,51.2,28.1
2014,22047,Louisiana,Iberville,2014,26,41,19,34,20,13,55,33,449,9060,,,,,,,,19,3.8,16,23,38,7,17,354,81,,,,55,41.4,9.5,,,,,21,,3,18,,23,,,13,,35,39405,,,,48.6,0.2,0.4,0,2.1,48,0.6,49,59.2
2014,22049,Louisiana,Jackson,2014,24,20,29,21,15,49,17,19,295,9688,,,,,,,,21,4.6,19,,35,7,20,339,82,,,,83,45.6,7.3,,,,,22,,10,15,,24,,,11,,34,36882,,,,29.7,0.2,0.2,0,1.4,67.4,0.6,49.2,65.5
2014,22051,Louisiana,Jefferson,2014,13,10,16,17,5,12,20,43,5719,8632,,,,,,,,20,3.9,21,14,32,8,22,2858,81,,,,67,56.5,6.2,,,,,23,,4,14,,95,,,12,,30,45515,,,,26,0.6,4,0.1,12.8,55.6,3.9,51.4,1.1
2014,22053,Louisiana,Jefferson Davis,2014,43,24,57,16,47,40,15,5,535,12023,,,,,,,,20,4.3,28,15,35,9,20,610,83,,,,85,41.3,5.3,,,,,23,,3,12,,28,,,14,,33,37814,,,,17.3,0.6,0.3,0,1.8,78.6,0.9,51.1,50.7
2014,22055,Louisiana,Lafayette,2014,3,3,8,3,6,4,10,9,2443,7909,,,,,,,,14,3,22,22,30,8,20,2403,81,,,,73,61.1,4.5,,,,,20,,9,13,,80,,,8,,26,48382,,,,25.7,0.4,1.6,0.1,4,67.2,1.7,51.3,8.3
2014,22057,Louisiana,Lafourche,2014,11,14,14,8,37,27,7,23,1198,8391,,,,,,,,20,3.6,23,17,38,8,21,1227,82,,,,79,44.2,4.4,,,,,20,,10,10,,34,,,12,,33,49464,,,,13.2,2.9,0.8,0.1,3.9,77.8,1.7,50.8,24.2
2014,22059,Louisiana,La Salle,2014,10,19,21,2,34,55,9,11,219,9264,,,,,,,,15,3,26,,35,9,20,246,78,,,,73,42,4.6,,,,,18,,3,9,,34,,,12,,29,42128,,,,11.9,1.1,0.2,0,2.4,83.8,0.7,48.5,73.2
2014,22061,Louisiana,Lincoln,2014,12,6,12,14,1,29,16,37,494,8233,,,,,,,,22,3.9,15,12,33,5,24,508,84,,,,84,65.1,8,,,,,20,,16,20,,16,,,10,,27,36147,,,,40.8,0.3,1.8,0.1,2.6,53.6,1.2,51.3,40.7
2014,22063,Louisiana,Livingston,2014,17,11,22,10,12,18,11,44,1622,9400,,,,,,,,20,4.5,24,15,33,9,18,923,85,,,,78,53.2,5.9,,,,,22,,5,9,,46,,,10,,29,52865,,,,5.4,0.4,0.5,0,3,89.8,0.6,50.5,41.1
2014,22065,Louisiana,Madison,2014,59,63,62,25,62,54,63,32,213,13509,,,,,,,,15,3.2,25,16,40,6,21,140,74,,,,68,33.2,10.4,,,,,,,2,25,,43,,,13,,35,23837,,,,60.8,0.2,0.2,0,1.6,36.4,0.2,50.4,22.4
2014,22067,Louisiana,Morehouse,2014,57,60,50,60,48,43,62,62,488,11346,,,,,,,,26,5.2,22,7,39,5,22,464,77,,,,61,35.3,11.6,,,,,25,,14,23,,7,,,15,,38,28804,,,,47.2,0.1,0.4,0.1,1,50.4,0.2,52.1,50
2014,22069,Louisiana,Natchitoches,2014,40,49,31,55,52,37,38,39,554,9781,,,,,,,,22,4.3,27,12,39,6,22,593,80,,,,74,47.1,7.9,,,,,26,,15,20,,49,,,12,,33,33715,,,,41.4,1,0.5,0,1.8,53.7,0.2,52.4,50.1
2014,22071,Louisiana,Orleans,2014,47,33,45,39,13,15,52,42,4709,11091,,,,,,,,18,3.6,20,20,31,5,23,2320,78,,,,76,65.7,7.8,,,,,25,,12,23,,95,,,12,,29,33948,,,,59.8,0.4,2.9,0.1,5.3,30.6,2,51.8,0.6
2014,22073,Louisiana,Ouachita,2014,31,28,26,37,14,23,34,53,2129,9585,,,,,,,,20,3.8,21,11,34,6,21,1837,78,,,,71,53.8,7,,,,,24,,19,18,,54,,,12,,32,36895,,,,36.6,0.3,1,0,1.9,59.3,0.4,52.1,24.2
2014,22075,Louisiana,Plaquemines,2014,2,13,10,1,22,21,6,48,261,8048,,,,,,,,17,3,23,18,34,7,17,147,78,,,,82,56.1,6.1,,,,,26,,14,11,,40,,,11,,32,49964,,,,20.3,1.7,3.4,0.2,5.1,67.5,1.3,49.8,19.5
2014,22077,Louisiana,Pointe Coupee,2014,23,15,28,20,3,16,46,27,336,9634,,,,,,,,17,2.5,14,14,32,7,20,286,88,,,,58,41.1,7.6,,,,,21,,6,15,,25,,,15,,30,41386,,,,36.2,0.2,0.3,0,2.3,60.2,0.6,51.7,57.8
2014,22079,Louisiana,Rapides,2014,32,18,39,26,25,7,29,13,2003,10284,,,,,,,,21,3.7,23,14,35,7,21,2224,82,,,,67,50.6,6.3,,,,,21,,15,15,,74,,,14,,32,41036,,,,31.9,0.9,1.3,0,2.6,62,0.8,51.8,39.5
2014,22081,Louisiana,Red River,2014,60,54,49,63,49,61,48,28,158,11293,,,,,,,,28,4.7,24,23,34,7,21,132,79,,,,63,41.3,7.2,,,,,,,8,16,,3,,,13,,34,33011,,,,39.5,0.4,0.1,0,1.2,58.1,0.2,52.1,100
2014,22083,Louisiana,Richland,2014,49,44,56,30,24,35,51,57,361,11987,,,,,,,,21,3.8,18,,39,7,23,376,81,,,,75,39.8,8.7,,,,,28,,5,18,,37,,,12,,33,33398,,,,35.4,0.4,0.3,0,1.8,61.4,0.1,51.7,66
2014,22085,Louisiana,Sabine,2014,35,48,20,58,42,63,33,18,383,9154,,,,,,,,24,5.4,24,15,37,8,25,465,75,,,,72,42.9,6.4,,,,,33,,11,13,,32,,,14,,33,37440,,,,16.6,8.6,0.3,0,3.5,68.9,0.5,50.3,88.2
2014,22087,Louisiana,St. Bernard,2014,52,46,44,56,23,47,41,64,501,11059,,,,,,,,21,4.1,22,18,36,7,23,201,76,,,,67,51.7,7.1,,,,,,,18,13,,59,,,11,,37,40900,,,,18.8,0.8,2,0.1,9.6,67.3,1.7,49.6,4.3
2014,22089,Louisiana,St. Charles,2014,5,5,5,6,9,8,4,55,570,7529,,,,,,,,16,3.6,20,18,33,7,15,335,79,,,,78,55.8,6,,,,,17,,15,11,,49,,,11,,33,55684,,,,26.3,0.4,0.9,0,5.2,66.1,1,50.6,11.5
2014,22091,Louisiana,St. Helena,2014,50,58,59,28,44,53,60,22,211,12209,,,,,,,,26,3.9,21,,38,7,24,107,85,,,,58,40.9,11.1,,,,,,,4,21,,14,,,15,,33,33879,,,,53,0.4,0.1,0.1,1.1,44.7,0.4,51,100
2014,22093,Louisiana,St. James,2014,18,29,7,50,27,5,40,46,277,7637,,,,,,,,25,4.6,20,23,36,7,16,275,80,,,,75,47.9,9.4,,,,,30,,5,18,,40,,,13,,32,46626,,,,50.3,0.2,0.2,0,1.3,47.5,0.6,51.2,27.7
2014,22095,Louisiana,St. John the Baptist,2014,36,27,36,40,10,22,32,63,673,10072,,,,,,,,23,4,17,13,36,6,18,398,84,,,,64,51.9,7.9,,,,,22,,14,17,,62,,,13,,32,47312,,,,53.4,0.4,0.8,0.1,5,39.6,1.2,51.1,13.4
2014,22097,Louisiana,St. Landry,2014,54,45,58,42,59,14,50,31,1468,12106,,,,,,,,25,4.1,25,15,41,7,19,1679,79,,,,67,38.4,6.6,,,,,25,,6,18,,47,,,15,,35,34299,,,,41.3,0.3,0.4,0,1.7,55.3,0.5,52.1,48.2
2014,22099,Louisiana,St. Martin,2014,19,35,18,23,40,34,27,29,711,8880,,,,,,,,21,3.6,25,17,36,8,21,754,80,,,,69,38.7,5.6,,,,,23,,3,14,,27,,,13,,30,41875,,,,30.6,0.4,0.8,0,2.2,65,1.5,50.7,49.6
2014,22101,Louisiana,St. Mary,2014,37,38,34,48,30,28,44,17,840,9950,,,,,,,,26,4.8,22,14,38,7,23,938,88,,,,69,38.5,7.5,,,,,23,,11,17,,65,,,13,,32,37720,,,,32.4,1.9,1.8,0.1,5.6,57,2,50.6,13
2014,22103,Louisiana,St. Tammany,2014,1,1,3,4,2,2,1,47,2672,7253,,,,,,,,15,3.4,20,20,29,9,16,1702,83,,,,79,67.3,5.2,,,,,17,,6,9,,79,,,10,,25,58383,,,,11.5,0.6,1.4,0.1,4.9,80.4,0.7,51.3,23.2
2014,22105,Louisiana,Tangipahoa,2014,46,37,46,36,19,33,39,51,1857,11093,,,,,,,,23,4.1,20,12,37,7,21,1563,80,,,,71,54.4,7.7,,,,,23,,11,17,,48,,,12,,33,36573,,,,30.2,0.4,0.7,0,3.5,64.3,1,51.5,40.9
2014,22107,Louisiana,Tensas,2014,63,61,64,47,63,48,61,21,106,15780,,,,,,,,22,3.8,26,,35,3,25,95,81,,,,,24.8,10.2,,,,,,,33,26,,7,,,14,,38,26909,,,,56,0.1,0.2,0,1.4,41.5,1,52.1,100
2014,22109,Louisiana,Terrebonne,2014,27,36,27,29,50,24,22,56,1543,9604,,,,,,,,23,4.3,24,19,40,8,22,1594,84,,,,70,40,4.6,,,,,27,,12,12,,57,,,14,,34,48472,,,,18.9,5.7,1.1,0.1,4.1,68.5,0.9,50.5,20.6
2014,22111,Louisiana,Union,2014,42,51,41,45,46,46,53,59,390,10570,,,,,,,,24,4.4,26,10,37,8,21,462,81,,,,63,42.7,7,,,,,22,,7,15,,23,,,14,,33,35066,,,,26.9,0.4,0.2,0.1,4.2,67.8,0.2,50.9,82.9
2014,22113,Louisiana,Vermilion,2014,9,22,9,13,26,39,14,41,716,7948,,,,,,,,17,3.9,24,21,33,9,21,876,81,,,,78,39,5.5,,,,,21,,2,12,,53,,,12,,31,45419,,,,14.3,0.4,2.1,0,2.5,79.7,2,51.4,54.6
2014,22115,Louisiana,Vernon,2014,14,21,15,22,54,45,8,1,605,8453,,,,,,,,22,5.2,27,18,38,7,19,898,77,,,,81,55.9,6.5,,,,,19,,15,14,,52,,,11,,29,43803,,,,14,1.5,1.8,0.5,7.6,71.9,0.6,48.7,49.9
2014,22117,Louisiana,Washington,2014,58,56,55,54,53,50,54,35,868,11895,,,,,,,,26,5.1,28,11,39,7,23,952,79,,,,74,39.8,9,,,,,28,,10,18,,34,,,17,,35,30986,,,,30.7,0.3,0.3,0,2,65.8,0.3,50.4,66.7
2014,22119,Louisiana,Webster,2014,48,32,48,38,35,26,30,36,788,11170,,,,,,,,23,4,26,8,34,7,20,761,84,,,,73,40.8,7.2,,,,,22,,10,16,,48,,,13,,34,36000,,,,33.2,0.4,0.4,0,1.7,63.2,0.2,51.3,53
2014,22121,Louisiana,West Baton Rouge,2014,16,12,13,32,8,11,19,26,284,8242,,,,,,,,21,3.7,21,22,33,8,18,196,84,,,,69,56.4,6.8,,,,,23,,4,15,,71,,,13,,29,47301,,,,37.9,0.1,0.5,0,2.6,58.1,0.6,50.8,30.5
2014,22123,Louisiana,West Carroll,2014,29,62,42,15,60,64,56,50,212,10665,,,,,,,,22,3.7,30,16,37,7,24,280,81,,,,78,32.4,12.4,,,,,,,3,20,,13,,,16,,34,32666,,,,16.1,0.5,0.3,0,2.8,79.7,1,49.8,100
2014,22125,Louisiana,West Feliciana,2014,4,16,4,7,29,9,18,49,199,7429,,,,,,,,20,3.7,,,35,6,17,116,79,,,,78,37.6,7.5,,,,,,,20,15,,28,,,13,,29,50802,,,,46,0.1,0.2,0,1.5,51.6,0.6,34.6,100
2014,22127,Louisiana,Winn,2014,22,40,17,33,21,60,26,45,264,8864,,,,,,,,27,5.2,21,,34,7,21,313,78,,,,78,35.1,7.1,,,,,14,,13,16,,80,,,12,,36,35705,,,,30.6,0.7,0.3,0,1.7,65.7,0.2,47.4,64.9
2015,22000,Louisiana,,2015,,,,,,,,,63167,9131,,,,,,,,20,3.8,22,16,34,6.8,19,54656,82,,,,73,54.8,6.2,,94449,17171,5.5,,,10,17,,76,,,12,,30,44234,,,,32,0.8,1.7,0.1,4.7,59.6,1.3,51.1,26.8
2015,22001,Louisiana,Acadia,2015,51,20,58,20,31,29,20,12,1053,11903,,,,,,,,20,3.8,24,18,32,8.1,21,1164,84,,,,79,43.2,5.6,,83294,15662,5.3,,,1,14,,50,,,12,,39,38788,,,,18.1,0.3,0.4,0,2,78.1,0.8,51.3,51.7
2015,22003,Louisiana,Allen,2015,28,29,15,61,29,50,22,5,356,7948,,,,,,,,25,6.6,21,14,35,6.2,20,406,76,,,,84,37.7,8.3,,80377,16136,5,,,18,14,,31,,,11,,35,38122,,,,23,2.6,0.7,0,1.7,70.6,2.2,43.6,69.4
2015,22005,Louisiana,Ascension,2015,4,2,4,5,5,6,2,52,1080,7054,,,,,,,,18,3.6,19,22,33,7.7,15,683,80,,,,87,61.6,5.3,,118771,28748,4.1,,,11,11,,85,,,10,,27,70303,,,,22.5,0.4,1.2,0.1,5,70,1,50.6,13.2
2015,22007,Louisiana,Assumption,2015,38,25,40,41,9,20,30,63,338,9924,,,,,,,,19,4.6,20,12,33,6.6,19,271,90,,,,79,36.2,7.1,,92088,17400,5.3,,,13,15,,59,,,12,,29,44749,,,,29.5,0.6,0.3,0.1,2.3,66.5,1,51,45
2015,22009,Louisiana,Avoyelles,2015,54,54,51,52,61,57,50,6,783,11041,,,,,,,,26,5.2,27,14,38,6.4,22,704,77,,,,65,36.3,7.2,,75508,14726,5.1,,,11,16,,27,,,15,,36,33240,,,,29.2,1.3,0.5,0,1.7,66,0.3,50,63.8
2015,22011,Louisiana,Beauregard,2015,14,17,18,14,41,33,11,3,508,8301,,,,,,,,23,3.9,26,11,35,7,18,736,85,,,,87,45.5,7,,90841,19363,4.7,,,15,12,,29,,,13,,31,46225,,,,13,1.2,0.7,0.1,3.5,79.5,0.6,48.9,66.5
2015,22013,Louisiana,Bienville,2015,60,42,54,63,54,24,31,30,278,11213,,,,,,,,27,4.7,26,17,38,5.9,19,192,89,,,,78,45.8,7.1,,75633,12368,6.1,,,12,18,,24,,,14,,35,33790,,,,41.9,0.3,0.3,0,1.7,54.6,0,52.2,79.8
2015,22015,Louisiana,Bossier,2015,9,9,8,10,18,18,6,29,1391,7414,,,,,,,,17,3.2,26,16,36,7.7,18,1565,83,,,,74,62.4,5.7,,100935,21685,4.7,,,7,12,,85,,,11,,25,51899,,,,21,0.7,1.9,0.2,6.3,68.4,1.2,50.5,24.3
2015,22017,Louisiana,Caddo,2015,43,24,47,35,20,5,41,49,3892,10447,,,,,,,,17,3.4,22,13,34,5.8,19,3371,82,,,,63,57,7.1,,87552,17019,5.1,,,14,18,,82,,,13,,33,39776,,,,47.6,0.5,1.2,0.1,2.7,46.7,0.6,52.5,14.4
2015,22019,Louisiana,Calcasieu,2015,25,7,28,22,14,13,13,4,2780,9340,,,,,,,,20,4,22,15,33,7.3,20,2969,85,,,,78,55.8,5.7,,93641,18137,5.2,,,8,14,,74,,,13,,32,43779,,,,24.9,0.6,1.2,0.1,2.9,68.9,0.6,51.2,20.5
2015,22021,Louisiana,Caldwell,2015,62,50,56,64,50,62,29,44,216,11345,,,,,,,,29,5.7,29,,36,7.5,20,208,80,,,,83,31.2,6.9,,84802,14048,6,,,4,15,,42,,,13,,34,35987,,,,16.9,0.3,0.3,0,2.7,78.9,0.3,48.9,100
2015,22023,Louisiana,Cameron,2015,1,5,1,23,36,15,1,2,62,4233,,,,,,,,25,4.6,31,,35,8.6,19,75,83,,,,83,58.9,5.2,,107722,26631,4,,,10,7,,71,,,12,,27,51709,,,,2.1,0.6,0.2,0,3.2,93.1,0.1,50.5,100
2015,22025,Louisiana,Catahoula,2015,59,57,59,55,59,59,53,8,193,11903,,,,,,,,24,4.5,28,10,38,7,24,246,78,,,,68,30.8,8,,69914,14318,4.9,,,8,15,,46,,,12,,33,33557,,,,31.7,0.4,0.1,0,1.2,65.8,0.2,47,100
2015,22027,Louisiana,Claiborne,2015,50,52,48,48,44,46,54,28,279,10740,,,,,,,,22,3.9,23,12,39,6.5,21,376,84,,,,73,37.8,8,,72000,14022,5.1,,,4,19,,43,,,15,,33,34390,,,,50.5,0.5,0.5,0,1.4,46.3,0.1,43.7,82.4
2015,22029,Louisiana,Concordia,2015,58,55,60,51,42,52,57,31,350,12062,,,,,,,,19,4.2,23,10,37,5.5,22,307,78,,,,69,36.6,10,,66133,12351,5.4,,,11,21,,34,,,15,,36,30432,,,,40.3,0.4,0.3,0,1.2,57.1,0.4,49.5,33.5
2015,22031,Louisiana,De Soto,2015,61,51,61,54,53,38,46,37,469,12201,,,,,,,,19,3.3,28,12,35,6.6,18,502,77,,,,77,47.3,7.8,,85833,14585,5.9,,,10,16,,57,,,14,,33,39403,,,,37.8,1.1,0.2,0,2.6,57.4,0.6,51.6,77.3
2015,22033,Louisiana,East Baton Rouge,2015,20,3,23,9,3,1,17,27,5444,9234,,,,,,,,16,3.2,17,15,33,6.3,17,3640,82,,,,69,67.4,5.8,,103079,18554,5.6,,,11,17,,93,,,11,,25,47770,,,,45.6,0.3,3.2,0,3.9,45.9,1.2,52,6.9
2015,22035,Louisiana,East Carroll,2015,64,64,63,58,63,61,64,56,131,12741,,,,,,,,27,3.2,27,8,43,4,22,144,84,,,,73,28.6,14.2,,53031,9837,5.4,,,6,30,,2,,,17,,36,26781,,,,67.5,0.3,0.6,0,2,28.9,0.2,46,34.6
2015,22037,Louisiana,East Feliciana,2015,19,34,21,17,27,21,38,43,363,8733,,,,,,,,26,2.5,21,9,40,6.7,18,302,82,,,,63,35.5,6.9,,91628,18302,5,,,9,16,,36,,,15,,31,41578,,,,44.1,0.4,0.5,0,1.3,52.6,0,46.3,100
2015,22039,Louisiana,Evangeline,2015,52,48,50,43,49,49,49,11,582,10981,,,,,,,,22,4.2,26,18,35,6.8,19,537,73,,,,62,39.9,6.6,,76083,12962,5.9,,,8,16,,55,,,13,,30,32130,,,,28.2,0.3,0.5,0,2.3,67.8,2.4,49.4,61.1
2015,22041,Louisiana,Franklin,2015,47,61,42,50,58,63,59,21,348,10159,,,,,,,,29,4.8,26,14,36,6.5,23,407,76,,,,63,37.4,10,,77000,12896,6,,,6,19,,29,,,15,,37,31243,,,,31.3,0.2,0.3,0.1,1.3,66,0.1,51.1,74.2
2015,22043,Louisiana,Grant,2015,36,36,31,46,40,41,25,23,336,9408,,,,,,,,28,5.4,29,11,33,7.7,20,357,84,,,,77,40.3,6.4,,80199,16871,4.8,,,8,13,,81,,,13,,32,41208,,,,15.5,1.1,0.3,0,4.5,77.1,1.4,43.8,85.6
2015,22045,Louisiana,Iberia,2015,34,28,35,33,34,16,34,19,1045,9675,,,,,,,,24,4.1,20,13,39,7.3,19,1150,83,,,,71,42.4,5.5,,91145,16872,5.4,,,5,15,,74,,,12,,34,41185,,,,31.8,0.5,2.9,0.1,3.6,60,1.9,51.1,28.1
2015,22047,Louisiana,Iberville,2015,32,45,32,37,32,17,56,42,507,9412,,,,,,,,19,3.8,16,23,42,7,18,341,83,,,,59,45.6,8.2,,91339,15542,5.9,,,3,17,,46,,,13,,34,40449,,,,48.2,0.2,0.5,0.1,2.4,48,0.6,48.8,59.2
2015,22049,Louisiana,Jackson,2015,16,21,16,21,15,47,16,24,256,8069,,,,,,,,21,4.6,19,,40,6.6,19,367,87,,,,78,45.4,7.3,,77667,14867,5.2,,,10,16,,52,,,12,,34,35730,,,,29.1,0.3,0.3,0,1.5,67.5,0.3,48.8,65.5
2015,22051,Louisiana,Jefferson,2015,18,12,19,18,6,11,24,45,5706,8392,,,,,,,,20,3.9,21,14,33,7.7,21,2951,81,,,,70,56.9,5.8,,98243,20002,4.9,,,4,14,,97,,,12,,30,46547,,,,26.2,0.6,4.1,0.1,13.4,54.7,4.2,51.4,1.1
2015,22053,Louisiana,Jefferson Davis,2015,30,19,43,16,43,36,14,7,522,10184,,,,,,,,20,4.3,28,15,34,8.1,19,636,81,,,,85,42.9,5.2,,85426,15868,5.4,,,3,13,,41,,,13,,34,40760,,,,17,0.7,0.3,0,2,78.4,0.8,51.3,50.7
2015,22055,Louisiana,Lafayette,2015,3,4,6,3,7,3,10,15,2470,7344,,,,,,,,14,3,22,22,28,7.3,19,2403,82,,,,70,62.6,4.4,,107261,18777,5.7,,,9,14,,90,,,8,,24,54978,,,,25.8,0.4,1.6,0.1,4.3,66.7,1.8,51.1,8.3
2015,22057,Louisiana,Lafourche,2015,12,10,20,8,16,25,7,22,1240,8474,,,,,,,,20,3.6,23,17,35,7.9,21,1409,85,,,,81,42.7,4.1,,99148,19703,5,,,10,10,,77,,,11,,34,52115,,,,13.4,2.9,0.9,0.1,4.2,77.2,1.8,50.7,24.2
2015,22059,Louisiana,La Salle,2015,11,22,27,1,39,45,12,16,231,9331,,,,,,,,15,3,26,,37,8.8,19,256,79,,,,78,42.3,4.6,,96573,19236,5,,,3,9,,30,,,12,,29,42104,,,,12.1,1.2,0.2,0,2.5,83.2,0.8,48.5,73.2
2015,22061,Louisiana,Lincoln,2015,7,14,2,15,2,32,26,41,453,6767,,,,,,,,22,3.9,15,12,34,5,23,533,84,,,,80,65.9,7.6,,83010,10788,7.7,,,16,20,,61,,,10,,28,34667,,,,41,0.4,1.9,0.1,2.7,53,1.3,51.4,40.7
2015,22063,Louisiana,Livingston,2015,21,11,22,11,13,22,9,48,1710,9135,,,,,,,,20,4.5,24,15,35,8.5,19,971,85,,,,76,52.9,5.4,,104402,23170,4.5,,,5,10,,72,,,12,,29,53118,,,,5.9,0.5,0.6,0,3.3,88.8,0.5,50.4,41.1
2015,22065,Louisiana,Madison,2015,56,63,64,19,64,56,63,39,215,12948,,,,,,,,15,3.2,25,16,42,5.4,21,148,61,,,,68,33.5,9.7,,55340,10343,5.4,,,2,25,,71,,,11,,32,26745,,,,61.8,0.2,0.2,0,1.7,35.1,0.2,50.6,22.4
2015,22067,Louisiana,Morehouse,2015,63,59,62,60,47,48,61,61,533,12264,,,,,,,,26,5.2,22,7,40,5.1,22,489,78,,,,65,35,11.4,,67812,11819,5.7,,,14,21,,80,,,18,,37,28951,,,,47.5,0.2,0.4,0.1,1.3,49.8,0.2,52,50
2015,22069,Louisiana,Natchitoches,2015,40,44,34,56,51,26,44,34,572,9447,,,,,,,,22,4.3,27,12,37,5.3,20,632,83,,,,75,50,7.6,,79908,11895,6.7,,,15,20,,59,,,13,,31,35165,,,,41.1,1,0.6,0,2.1,53.4,0.2,52.3,50.1
2015,22071,Louisiana,Orleans,2015,42,31,45,40,12,14,48,36,4932,10269,,,,,,,,18,3.6,20,20,31,5,21,2328,77,,,,78,66.7,7.3,,87445,12744,6.9,,,12,22,,96,,,12,,27,36240,,,,59.1,0.4,3,0.1,5.5,31,2,52,0.6
2015,22073,Louisiana,Ouachita,2015,31,33,24,38,19,23,33,55,2132,9282,,,,,,,,20,3.8,21,11,34,5.3,21,1924,78,,,,70,54.2,6.5,,86333,14515,5.9,,,19,18,,74,,,12,,32,39976,,,,36.8,0.3,1,0,2.1,58.7,0.4,52.1,24.2
2015,22075,Louisiana,Plaquemines,2015,5,13,10,2,25,28,4,54,271,7554,,,,,,,,17,3,23,18,34,7.3,18,164,79,,,,83,57.5,5.8,,108049,22137,4.9,,,14,11,,65,,,11,,32,51306,,,,19.8,1.8,3.7,0.1,6.2,66.8,1.6,49.9,19.5
2015,22077,Louisiana,Pointe Coupee,2015,26,18,29,28,4,30,45,13,335,9375,,,,,,,,17,2.5,14,14,36,7.2,21,277,87,,,,63,46.2,7,,86533,17606,4.9,,,6,15,,32,,,15,,30,42129,,,,35.4,0.3,0.3,0,2.4,60.8,0.5,51.9,57.8
2015,22079,Louisiana,Rapides,2015,29,15,36,26,30,7,28,14,2061,9749,,,,,,,,21,3.7,23,14,36,6.2,19,2280,85,,,,70,50.5,6.3,,84631,16423,5.2,,,15,16,,74,,,14,,31,39411,,,,31.8,0.9,1.4,0,2.8,61.8,0.7,51.7,39.5
2015,22081,Louisiana,Red River,2015,55,58,49,62,62,54,51,35,154,10787,,,,,,,,28,4.7,24,23,40,6.8,21,136,84,,,,73,41,7.7,,76607,14280,5.4,,,8,16,,51,,,13,,38,35762,,,,39.3,0.4,0.2,0,1.3,58.1,0.1,51.6,100
2015,22083,Louisiana,Richland,2015,49,46,55,30,23,51,47,60,369,11329,,,,,,,,21,3.8,18,,39,6.9,22,388,77,,,,73,40.1,8.5,,76062,15036,5.1,,,5,17,,24,,,13,,35,32477,,,,35.6,0.4,0.3,0,2.1,60.9,0,52,66
2015,22085,Louisiana,Sabine,2015,48,43,38,59,46,60,27,20,435,9881,,,,,,,,24,5.4,24,15,38,7.1,23,466,76,,,,75,43.8,6.3,,78563,14529,5.4,,,11,13,,22,,,15,,33,37864,,,,16.7,8.7,0.4,0,3.6,68.5,0.5,50.2,88.2
2015,22087,Louisiana,St. Bernard,2015,44,38,39,53,21,35,32,58,564,9894,,,,,,,,21,4.1,22,18,35,6.3,21,213,78,,,,75,52.1,6.2,,83774,18957,4.4,,,18,14,,79,,,12,,35,40705,,,,21,0.8,2.3,0.1,9.7,64.7,1.8,50.4,4.3
2015,22089,Louisiana,St. Charles,2015,8,6,7,6,10,9,5,57,593,7344,,,,,,,,16,3.6,20,18,35,7.1,16,360,86,,,,84,55.4,5.8,,114914,25128,4.6,,,15,11,,77,,,11,,33,56163,,,,25.9,0.4,1,0.1,5.7,65.8,0.8,50.5,11.5
